GUID	Key	Value	OriginalValue	Info for translators	Do Not Translate	Localization State
6007830574266871381	CharacterCreatorTag_Eyelashes	Eyelashes	Eyelashes		False	Localized, SentToLocalization
6371806749096407230	CharacterCreatorTag_Eyelids	Eyelids	Eyelids		False	Localized, SentToLocalization
2517486380978435892	CharacterCreatorTag_Eyeliners	Eyeliner	Eyeliner		False	Localized, SentToLocalization
6251707660275734814	CharacterCreatorTag_Eyes	Eyes	Eyes		False	Localized, SentToLocalization
2598405104254195109	CharacterCreatorTag_EyeShadows	Eyeshadow	Eyeshadows		False	Localized, SentToLocalization
4794942432070665561	CharacterCreatorTag_EyesHighlight	Highlight	Highlight		False	Localized, SentToLocalization
8337953601877825588	CharacterCreatorTag_EyesTextures	Eye Detail	Eyes Textures		False	Localized, SentToLocalization
4580993316611677650	CharacterCreatorTag_Face	Face	Face		False	Localized, SentToLocalization
6322195947571281283	CharacterCreatorTag_FaceAcne	Acne	Acne		False	Localized, SentToLocalization
1631218141222538939	CharacterCreatorTag_FaceBeautySpots	Moles	Moles		False	Localized, SentToLocalization
5131444820390455201	CharacterCreatorTag_FaceFreckles	Freckles	Freckles		False	Localized, SentToLocalization
7096617786812778080	CharacterCreatorTag_FacePiercings	Piercings	Piercings		False	Localized, SentToLocalization
5244674894781308531	CharacterCreatorTag_FaceScars	Scars	Scars		False	Localized, SentToLocalization
1190635148351096177	CharacterCreatorTag_FacialHair	Facial Hair	Facial Hair		False	Localized, SentToLocalization
8408558945060518971	CharacterCreatorTag_FacialJewelry	Jewelry	Piercings		False	Localized, SentToLocalization
8759316802951296839	CharacterCreatorTag_FacialMedicalItems	Medical Items	Medical Items		False	Localized, SentToLocalization
5504009137978563731	CharacterCreatorTag_FacialSkinDetail	Skin Details	Skin Detail		False	Localized, SentToLocalization
7757914790608477279	CharacterCreatorTag_FacialStructure	Facial Structure	Facial Structure		False	Localized, SentToLocalization
5139027623335633301	CharacterCreatorTag_FacialStructureTexture	Facial Structure Detail	Facial Structure Texture		False	Localized, SentToLocalization
1661711505159808512	CharacterCreatorTag_Feminine	Feminine	Feminine		False	Localized, SentToLocalization
1668951604289514806	CharacterCreatorTag_Forehead	Forehead	Forehead		False	Localized, SentToLocalization
2369257281528729582	CharacterCreatorTag_Freckles	Freckles	Freckles		False	Localized, SentToLocalization
1374517632515938574	CharacterCreatorTag_FullBodyOutfits	Full Body Outfits	Full Body Outfits		False	Localized, SentToLocalization
5354719101087057933	CharacterCreatorTag_FullFace	Full Face Makeup	Full Face Makeup		False	Localized, SentToLocalization
5027821103576703118	CharacterCreatorTag_Glasses	Glasses	Glasses		False	Localized, SentToLocalization
4424476145215782905	CharacterCreatorTag_Gloves	Gloves	Gloves		False	Localized, SentToLocalization
8208374046474803800	CharacterCreatorTag_Goatee	Goatees	Goatees		False	Localized, SentToLocalization
3256005131941309338	CharacterCreatorTag_Hair	Hair	Hair		False	Localized, SentToLocalization
2759543403003761940	CharacterCreatorTag_HairCovering	Hair Coverings	Hair Coverings		False	Localized, SentToLocalization
3401552413056850387	CharacterCreatorTag_HairLong	Long Hair	Long Hair		False	Localized, SentToLocalization
1596192068421756662	CharacterCreatorTag_HairMedium	Medium Hair	Medium Hair		False	Localized, SentToLocalization
5826296944621778250	CharacterCreatorTag_HairShort	Short Hair	Short Hair		False	Localized, SentToLocalization
122662287783506066	CharacterCreatorTag_HairTied	Tied-Up Hair	Tied Hair		False	Localized, SentToLocalization
6656002035106356644	CharacterCreatorTag_Hats	Hats	Hats		False	Localized, SentToLocalization
5382330953528444599	CharacterCreatorTag_HeadCovering	Head Coverings	Head Covering		False	Localized, SentToLocalization
2937830699827351812	CharacterCreatorTag_Heels	Heels	Heels		False	Localized, SentToLocalization
8340164466325563847	CharacterCreatorTag_Jaw	Jaw	Jaw		False	Localized, SentToLocalization
3469636766375232235	CharacterCreatorTag_Jumpsuits	Jumpsuits	Jumpsuits		False	Localized, SentToLocalization
7407007095683742080	CharacterCreatorTag_LegHair	Leg Hair	Leg Hair		False	Localized, SentToLocalization
5492380492267614926	CharacterCreatorTag_Lipsticks	Lipstick	Lipstick		False	Localized, SentToLocalization
7383454724263351957	CharacterCreatorTag_Loafers	Loafers	Loafers		False	Localized, SentToLocalization
5608000662586360318	CharacterCreatorTag_Makeup	Makeup	Makeup		False	Localized, SentToLocalization
1378593891310912737	CharacterCreatorTag_Masculine	Masculine	Masculine		False	Localized, SentToLocalization
3299741972927380705	CharacterCreatorTag_Masks	Masks	Masks		False	Localized, SentToLocalization
7386852514390817557	CharacterCreatorTag_Misc Eye Coverings	Misc. Eye Covers	Misc Eye Covers		False	Localized, SentToLocalization
3847450812670949270	CharacterCreatorTag_Mouth	Mouth	Mouth		False	Localized, SentToLocalization
6702838238292914420	CharacterCreatorTag_MouthTextures	Mouth Detail	Mouth Textures		False	Localized, SentToLocalization
8944180346832612298	CharacterCreatorTag_Mustache	Moustaches	Moustaches		False	Localized, SentToLocalization
695078563372828682	CharacterCreatorTag_NailsFingers	Fingernails	Fingernails		False	Localized, SentToLocalization
8846392841320844566	CharacterCreatorTag_NailsToes	Toenails	Toenails		False	Localized, SentToLocalization
6404838630296529690	CharacterCreatorTag_Necklaces	Necklaces	Necklaces		False	Localized, SentToLocalization
95842779086599050	CharacterCreatorTag_Nightwear	Pajamas	Pajamas		False	Localized, SentToLocalization
1225403750575968108	CharacterCreatorTag_NightwearBottoms	Pajamas	Pajamas		False	Localized, SentToLocalization
2175468582515599711	CharacterCreatorTag_NightwearTops	Pajamas	Pajamas		False	Localized, SentToLocalization
234027421178305147	CharacterCreatorTag_Nose	Nose	Nose		False	Localized, SentToLocalization
2169550613196149498	CharacterCreatorTag_NoseBridge	Nose Bridge	Nose Bridge		False	Localized, SentToLocalization
2221647137498633165	CharacterCreatorTag_NoseTexture	Nose Detail	Nose Texture		False	Localized, SentToLocalization
3964372084103155326	CharacterCreatorTag_NoseTip	Nose Tip	Nose Tip		False	Localized, SentToLocalization
327718057018734339	CharacterCreatorTag_Overall	Overalls	Overalls		False	Localized, SentToLocalization
2078239529349191716	CharacterCreatorTag_Pacifier	Pacifiers	Pacifier		False	Localized, SentToLocalization
2441686682813874083	CharacterCreatorTag_Rings	Rings	Rings		False	Localized, SentToLocalization
4263872118395240986	CharacterCreatorTag_Sandals	Sandals	Sandals		False	Localized, SentToLocalization
223677409436150754	CharacterCreatorTag_Shoes	Shoes	Shoes		False	Localized, SentToLocalization
2343731320736805127	CharacterCreatorTag_ShortBeard	Short Beards	Short Beards		False	Localized, SentToLocalization
7951983353027324938	CharacterCreatorTag_Skirts	Skirts	Skirts		False	Localized, SentToLocalization
6556166607854793642	CharacterCreatorTag_Slippers	Slippers	Slippers		False	Localized, SentToLocalization
67748652747450048	CharacterCreatorTag_Sneakers	Casual Shoes	Sneakers		False	ChangedOnProofreadingImport, Localized, SentToLocalization
9037205042650415481	CharacterCreatorTag_Socks	Socks	Socks		False	Localized, SentToLocalization
4851071708561677182	CharacterCreatorTag_Sweatshirts	Sweatshirts	Sweatshirts		False	Localized, SentToLocalization
6974384020592517713	CharacterCreatorTag_Swimwear	Swimwear	Swimwear		False	Localized, SentToLocalization
6347287754416955337	CharacterCreatorTag_SwimwearBottoms	Swimwear	Swimwear		False	Localized, SentToLocalization
1032293614596719229	CharacterCreatorTag_SwimwearTops	Swimwear	Swimwear		False	Localized, SentToLocalization
5806752671047520266	CharacterCreatorTag_Tattoos	Tattoos	Tattoos		False	Localized, SentToLocalization
270427378256528360	CharacterCreatorTag_Teeths	Teeth	Teeth		False	Localized, SentToLocalization
7198750448728190091	CharacterCreatorTag_TestAccessories	Test Accessories	Test Accessories		True	None
6738316585063744263	CharacterCreatorTag_TestBottom	Test Bottom	Test Bottom		True	None
943089180885261455	CharacterCreatorTag_TestClothing	Test Clothing	Test Clothing		True	None
4982659840218424587	CharacterCreatorTag_TestFacialTexture	Test Facial Texture	Test Facial Texture		True	None
8069853567354563990	CharacterCreatorTag_TestFullBodyOutfits	Test Full Body Outfits	Test Full Body Outfits		True	None
2388415263689339818	CharacterCreatorTag_TestShoes	Test Shoes	Test Shoes		True	None
353087854426603284	CharacterCreatorTag_TestTops	Test Tops	Test Tops		True	None
1686762641423405975	CharacterCreatorTag_ThickBorders	Thick Frames	Thick Frames		False	Localized, SentToLocalization
3881912480528969011	CharacterCreatorTag_ThinBorders	Thin Frames	Thin Frames		False	Localized, SentToLocalization
3970021314823011956	CharacterCreatorTag_TightPants	Tight Pants	Tight Pants		False	Localized, SentToLocalization
2971084187542472980	CharacterCreatorTag_TightsLeggings	Tights & Leggings	Tights & Leggings		False	Localized, SentToLocalization
1387156403345369480	CharacterCreatorTag_ToddlerBody	Body	Toddler Body		False	Localized
5250013420953850509	CharacterCreatorTag_ToddlerBodySkinDetail	Toddler Body Skin Details	Toddler Body Skin Detail		False	Localized, SentToLocalization
5001313431147963571	CharacterCreatorTag_ToddlerChin	Toddler Chin	Toddler Chin		False	Localized, SentToLocalization
5194818698687527504	CharacterCreatorTag_ToddlerEar	Ears	Toddler Ear		False	Localized
5138412543781995634	CharacterCreatorTag_ToddlerEyebrow	Eyebrows	Toddler Eyebrow		False	Localized
5841496078169360127	CharacterCreatorTag_ToddlerEyelashes	Eyelashes	Toddler Eyelashes		False	Localized
5339001361357436481	CharacterCreatorTag_ToddlerEyes	Eyes	Toddler Eyes		False	Localized
6921860549644323266	CharacterCreatorTag_ToddlerEyesHighlight	Eye Highlight	Toddler Eyes Highlight		False	Localized
7191573750124039183	CharacterCreatorTag_ToddlerFace	Face	Toddler Face		False	Localized
2632811506999996053	CharacterCreatorTag_ToddlerFacialSkinDetail	Toddler Facial Skin Details	Toddler Facial Skin Detail		False	Localized, SentToLocalization
9175052498885745322	CharacterCreatorTag_ToddlerFacialStructure	Facial Structure	Toddler Facial Structure		False	Localized
2583567682030091886	CharacterCreatorTag_ToddlerMouth	Mouth	Toddler Mouth		False	Localized
2768580991766315148	CharacterCreatorTag_ToddlerNose	Nose	Toddler Nose		False	Localized
2318593662316619434	CharacterCreatorTag_ToddlerTeeth	Toddler Teeth	Toddler Teeth		False	Localized, SentToLocalization
4148067543328410497	CharacterCreatorTag_TorsoHair	Torso Hair	Torso Hair		False	Localized, SentToLocalization
8095189734413609849	CharacterCreatorTag_UnderwearsBottoms	Bottoms	Bottoms		False	Localized, SentToLocalization
4069182193462192169	CharacterCreatorTag_UnderwearTops	Tops/Bras & Binders	Tops/Bras & Binders		False	Localized, SentToLocalization
2294742868037139971	CharacterCreatorTag_WidePants	Baggy Pants	Wide Pants		False	ChangedOnProofreadingImport, Localized, SentToLocalization
3332921422138444819	CharacterCreatorTag_WrinkleEyes	Eye Wrinkles	Wrinkle Eyes		False	Localized, SentToLocalization
5659659115461279749	CharacterCreatorTag_WrinkleForehead	Forehead Wrinkles	Wrinkle Forehead		False	Localized, SentToLocalization
7462826751795349927	CharacterCreatorTag_WrinkleMouth	Mouth Wrinkles	Wrinkle Mouth		False	Localized, SentToLocalization
4994052630422066387	CharacterCreatorTag_WrinkleNose	Nose Wrinkles	Wrinkle Nose		False	Localized, SentToLocalization
7264264285575091132	CharacterCreatorTag_Wrinkles	Wrinkles	Wrinkles		False	Localized, SentToLocalization
5580701148581860808	UIDeveloperTools_CharacterProfiler_PlaceholderSearch	Search...	Search...		False	Localized, SentToLocalization
8756380685337769456	CustomizationSlider_AdamsApple	Adam's Apple Prominence	Adam's Apple Prominence		False	Localized, SentToLocalization
4340733412987334762	CustomizationSlider_ArmSize	Upper Arm Size	Upper Arm Size		False	Localized, SentToLocalization
4122236826232237688	CustomizationSlider_BottomDepth	Bottom Depth	Bottom Depth		False	Localized, SentToLocalization
6834073981184289098	CustomizationSlider_BottomEar	Earlobe Position	Earlobe Position		False	Localized, SentToLocalization
1999183125942218177	CustomizationSlider_BottomFeminineWidth	Hip Width	Hips Width		False	Localized, SentToLocalization
1747047315752753776	CustomizationSlider_BottomHeight	Bottom Height	Bottom Height		False	Localized, SentToLocalization
755719110444284372	CustomizationSlider_BottomMasculineWidth	Hip Width	Hips Width		False	Localized, SentToLocalization
3940493057480440090	CustomizationSlider_BottomPosition	Bottom Position	Bottom Position		False	Localized, SentToLocalization
7647471121484337405	CustomizationSlider_BottomWidth	Hip Width	Hips Width		False	Localized, SentToLocalization
5396783836284029040	CustomizationSlider_ChestHeight	Chest Height	Chest Height		False	Localized, SentToLocalization
1504462501856699006	CustomizationSlider_ChestWidth	Chest Width	Chest Width		False	Localized, SentToLocalization
8008686780553783697	CustomizationSlider_BreastSize	Breast Size	Breast Size		False	Localized, SentToLocalization
7006421099802334489	CustomizationSlider_CalvesSize	Calf Size	Calves Size		False	Localized, SentToLocalization
7642073592515421788	CustomizationSlider_Cheekbones	Cheekbone Position	Cheekbones Position		False	Localized, SentToLocalization
2206119788251346625	CustomizationSlider_CheekbonesHeight	Cheekbone Height	Cheekbones Height		False	Localized, SentToLocalization
76175159028986621	CustomizationSlider_CheekbonesSize	Cheekbone Size	Cheekbones Size		False	Localized, SentToLocalization
2604200698371443987	CustomizationSlider_CheekHeight	Cheek Height	Cheeks Height		False	Localized, SentToLocalization
2893318043393259757	CustomizationSlider_Cheeks	Cheeks	Cheeks		False	Localized, SentToLocalization
783327911245377517	CustomizationSlider_CheekSize	Cheek Size	Cheeks Size		False	Localized, SentToLocalization
8062001492515186491	CustomizationSlider_ChestPosition	Chest Position	Chest Position		False	Localized, SentToLocalization
8960856551560136158	CustomizationSlider_ChestSize	Chest Size	Chest Size		False	Localized, SentToLocalization
7493762642141669541	CustomizationSlider_ChinDepth	Chin Depth	Chin Depth		False	Localized, SentToLocalization
4200917435018064584	CustomizationSlider_ChinDimple	Chin Dimple	Chin Dimple		False	Localized, SentToLocalization
3036825775452811520	CustomizationSlider_ChinHeight	Chin Height	Chin Height		False	Localized, SentToLocalization
6288262294257015786	CustomizationSlider_ChinShape	Chin Shape	Chin Shape		False	Localized, SentToLocalization
3265309592358168350	CustomizationSlider_ChinWidth	Chin Width	Chin Width		False	Localized, SentToLocalization
4193897512181412753	CustomizationSlider_DoubleChin	Double Chin Prominence	Double Chin Prominence		False	Localized, SentToLocalization
3448184323350586627	CustomizationSlider_EarBottom	Earlobe Position	Earlobe Position		False	Localized, SentToLocalization
2723323742057783040	CustomizationSlider_EarPosition	Ear Position	Ear Position		False	Localized, SentToLocalization
3456563894912682367	CustomizationSlider_EarPositionDepth	Ear Position Depth	Ear Position Depth		False	Localized, SentToLocalization
